date,prediction,item_name,branch,item_group
2024-11-09,26,Belgian Chocolate (Brownie),allama iqbal town,Brownie
2024-11-10,57,Belgian Chocolate (Brownie),allama iqbal town,Brownie
2024-11-11,54,Belgian Chocolate (Brownie),allama iqbal town,Brownie
2024-11-12,52,Belgian Chocolate (Brownie),allama iqbal town,Brownie
2024-11-13,54,Belgian Chocolate (Brownie),allama iqbal town,Brownie
2024-11-14,59,Belgian Chocolate (Brownie),allama iqbal town,Brownie
2024-11-15,24,Belgian Chocolate (Brownie),allama iqbal town,Brownie
2024-11-09,3,Salted Caramel (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-10,13,Salted Caramel (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-11,13,Salted Caramel (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-12,13,Salted Caramel (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-13,15,Salted Caramel (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-14,14,Salted Caramel (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-15,7,Salted Caramel (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-09,11,Nutella Donut,allama iqbal town,Mini Donuts
2024-11-10,12,Nutella Donut,allama iqbal town,Mini Donuts
2024-11-11,10,Nutella Donut,allama iqbal town,Mini Donuts
2024-11-12,11,Nutella Donut,allama iqbal town,Mini Donuts
2024-11-13,10,Nutella Donut,allama iqbal town,Mini Donuts
2024-11-14,11,Nutella Donut,allama iqbal town,Mini Donuts
2024-11-15,12,Nutella Donut,allama iqbal town,Mini Donuts
2024-11-09,5,Strawberry (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-10,12,Strawberry (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-11,11,Strawberry (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-12,10,Strawberry (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-13,7,Strawberry (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-14,11,Strawberry (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-15,4,Strawberry (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-09,15,Swiss Dark Chocolate (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-10,14,Swiss Dark Chocolate (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-11,13,Swiss Dark Chocolate (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-12,13,Swiss Dark Chocolate (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-13,11,Swiss Dark Chocolate (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-14,13,Swiss Dark Chocolate (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-15,15,Swiss Dark Chocolate (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-09,19,Red Velvet (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-10,15,Red Velvet (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-11,15,Red Velvet (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-12,16,Red Velvet (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-13,16,Red Velvet (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-14,19,Red Velvet (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-15,18,Red Velvet (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-09,4,Raffaello (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-10,3,Raffaello (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-11,3,Raffaello (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-12,3,Raffaello (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-13,3,Raffaello (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-14,4,Raffaello (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-15,4,Raffaello (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-09,28,Ferrero Rocher Donut,allama iqbal town,Mini Donuts
2024-11-10,14,Ferrero Rocher Donut,allama iqbal town,Mini Donuts
2024-11-11,14,Ferrero Rocher Donut,allama iqbal town,Mini Donuts
2024-11-12,14,Ferrero Rocher Donut,allama iqbal town,Mini Donuts
2024-11-13,16,Ferrero Rocher Donut,allama iqbal town,Mini Donuts
2024-11-14,15,Ferrero Rocher Donut,allama iqbal town,Mini Donuts
2024-11-15,29,Ferrero Rocher Donut,allama iqbal town,Mini Donuts
2024-11-09,10,Walnut Cup Pie,allama iqbal town,Exclusive
2024-11-10,11,Walnut Cup Pie,allama iqbal town,Exclusive
2024-11-11,9,Walnut Cup Pie,allama iqbal town,Exclusive
2024-11-12,11,Walnut Cup Pie,allama iqbal town,Exclusive
2024-11-13,9,Walnut Cup Pie,allama iqbal town,Exclusive
2024-11-14,14,Walnut Cup Pie,allama iqbal town,Exclusive
2024-11-15,9,Walnut Cup Pie,allama iqbal town,Exclusive
2024-11-09,4,Cream Brulee,allama iqbal town,Exclusive
2024-11-10,5,Cream Brulee,allama iqbal town,Exclusive
2024-11-11,4,Cream Brulee,allama iqbal town,Exclusive
2024-11-12,4,Cream Brulee,allama iqbal town,Exclusive
2024-11-13,4,Cream Brulee,allama iqbal town,Exclusive
2024-11-14,6,Cream Brulee,allama iqbal town,Exclusive
2024-11-15,3,Cream Brulee,allama iqbal town,Exclusive
2024-11-09,14,Boston Cream Donut,allama iqbal town,Mini Donuts
2024-11-10,12,Boston Cream Donut,allama iqbal town,Mini Donuts
2024-11-11,12,Boston Cream Donut,allama iqbal town,Mini Donuts
2024-11-12,13,Boston Cream Donut,allama iqbal town,Mini Donuts
2024-11-13,12,Boston Cream Donut,allama iqbal town,Mini Donuts
2024-11-14,13,Boston Cream Donut,allama iqbal town,Mini Donuts
2024-11-15,14,Boston Cream Donut,allama iqbal town,Mini Donuts
2024-11-09,2,Belgian Chocolate Cup Tart,allama iqbal town,Exclusive
2024-11-10,2,Belgian Chocolate Cup Tart,allama iqbal town,Exclusive
2024-11-11,2,Belgian Chocolate Cup Tart,allama iqbal town,Exclusive
2024-11-12,2,Belgian Chocolate Cup Tart,allama iqbal town,Exclusive
2024-11-13,2,Belgian Chocolate Cup Tart,allama iqbal town,Exclusive
2024-11-14,1,Belgian Chocolate Cup Tart,allama iqbal town,Exclusive
2024-11-15,3,Belgian Chocolate Cup Tart,allama iqbal town,Exclusive
2024-10-17,2,Original Malt (Cup Cakes),allama iqbal town,Cup Cakes
2024-10-18,2,Original Malt (Cup Cakes),allama iqbal town,Cup Cakes
2024-10-19,2,Original Malt (Cup Cakes),allama iqbal town,Cup Cakes
2024-10-20,2,Original Malt (Cup Cakes),allama iqbal town,Cup Cakes
2024-10-21,2,Original Malt (Cup Cakes),allama iqbal town,Cup Cakes
2024-10-22,2,Original Malt (Cup Cakes),allama iqbal town,Cup Cakes
2024-10-23,2,Original Malt (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-09,3,Key Lime (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-10,3,Key Lime (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-11,2,Key Lime (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-12,3,Key Lime (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-13,3,Key Lime (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-14,2,Key Lime (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-15,4,Key Lime (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-09,16,Ferrero Rocher (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-10,14,Ferrero Rocher (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-11,16,Ferrero Rocher (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-12,18,Ferrero Rocher (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-13,10,Ferrero Rocher (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-14,15,Ferrero Rocher (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-15,16,Ferrero Rocher (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-09,5,Lotus Biscoff (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-10,20,Lotus Biscoff (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-11,17,Lotus Biscoff (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-12,20,Lotus Biscoff (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-13,20,Lotus Biscoff (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-14,22,Lotus Biscoff (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-15,6,Lotus Biscoff (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-09,0,Cotton Candy (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-10,11,Cotton Candy (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-11,10,Cotton Candy (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-12,9,Cotton Candy (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-13,11,Cotton Candy (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-14,11,Cotton Candy (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-15,2,Cotton Candy (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-09,1,Coffee (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-10,1,Coffee (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-11,1,Coffee (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-12,1,Coffee (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-13,1,Coffee (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-14,1,Coffee (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-15,1,Coffee (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-09,4,Oreo Cookie (CupCakes),allama iqbal town,Cup Cakes
2024-11-10,15,Oreo Cookie (CupCakes),allama iqbal town,Cup Cakes
2024-11-11,15,Oreo Cookie (CupCakes),allama iqbal town,Cup Cakes
2024-11-12,15,Oreo Cookie (CupCakes),allama iqbal town,Cup Cakes
2024-11-13,16,Oreo Cookie (CupCakes),allama iqbal town,Cup Cakes
2024-11-14,18,Oreo Cookie (CupCakes),allama iqbal town,Cup Cakes
2024-11-15,2,Oreo Cookie (CupCakes),allama iqbal town,Cup Cakes
2024-11-09,1,M&M (Cup cakes),allama iqbal town,Cup Cakes
2024-11-10,13,M&M (Cup cakes),allama iqbal town,Cup Cakes
2024-11-11,11,M&M (Cup cakes),allama iqbal town,Cup Cakes
2024-11-12,12,M&M (Cup cakes),allama iqbal town,Cup Cakes
2024-11-13,13,M&M (Cup cakes),allama iqbal town,Cup Cakes
2024-11-14,13,M&M (Cup cakes),allama iqbal town,Cup Cakes
2024-11-15,1,M&M (Cup cakes),allama iqbal town,Cup Cakes
2024-11-09,13,Nutella (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-10,15,Nutella (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-11,14,Nutella (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-12,15,Nutella (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-13,15,Nutella (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-14,19,Nutella (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-15,16,Nutella (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-09,19,Milk Chocolate (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-10,17,Milk Chocolate (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-11,16,Milk Chocolate (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-12,17,Milk Chocolate (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-13,17,Milk Chocolate (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-14,19,Milk Chocolate (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-15,17,Milk Chocolate (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-09,36,Lotus Three Milk (Sundae),allama iqbal town,Sundae
2024-11-10,36,Lotus Three Milk (Sundae),allama iqbal town,Sundae
2024-11-11,33,Lotus Three Milk (Sundae),allama iqbal town,Sundae
2024-11-12,31,Lotus Three Milk (Sundae),allama iqbal town,Sundae
2024-11-13,32,Lotus Three Milk (Sundae),allama iqbal town,Sundae
2024-11-14,34,Lotus Three Milk (Sundae),allama iqbal town,Sundae
2024-11-15,34,Lotus Three Milk (Sundae),allama iqbal town,Sundae
2024-11-09,38,Nutella (Sundae),allama iqbal town,Sundae
2024-11-10,50,Nutella (Sundae),allama iqbal town,Sundae
2024-11-11,45,Nutella (Sundae),allama iqbal town,Sundae
2024-11-12,50,Nutella (Sundae),allama iqbal town,Sundae
2024-11-13,47,Nutella (Sundae),allama iqbal town,Sundae
2024-11-14,51,Nutella (Sundae),allama iqbal town,Sundae
2024-11-15,33,Nutella (Sundae),allama iqbal town,Sundae
2024-11-09,49,Galaxy (Sundae),allama iqbal town,Sundae
2024-11-10,45,Galaxy (Sundae),allama iqbal town,Sundae
2024-11-11,42,Galaxy (Sundae),allama iqbal town,Sundae
2024-11-12,45,Galaxy (Sundae),allama iqbal town,Sundae
2024-11-13,43,Galaxy (Sundae),allama iqbal town,Sundae
2024-11-14,47,Galaxy (Sundae),allama iqbal town,Sundae
2024-11-15,47,Galaxy (Sundae),allama iqbal town,Sundae
2024-11-09,7,Lotus Biscoff (Sundae),allama iqbal town,Sundae
2024-11-10,40,Lotus Biscoff (Sundae),allama iqbal town,Sundae
2024-11-11,38,Lotus Biscoff (Sundae),allama iqbal town,Sundae
2024-11-12,36,Lotus Biscoff (Sundae),allama iqbal town,Sundae
2024-11-13,43,Lotus Biscoff (Sundae),allama iqbal town,Sundae
2024-11-14,41,Lotus Biscoff (Sundae),allama iqbal town,Sundae
2024-11-15,5,Lotus Biscoff (Sundae),allama iqbal town,Sundae
2024-11-09,11,Pistachio Tres Leches (Sundae),allama iqbal town,Sundae
2024-11-10,20,Pistachio Tres Leches (Sundae),allama iqbal town,Sundae
2024-11-11,17,Pistachio Tres Leches (Sundae),allama iqbal town,Sundae
2024-11-12,15,Pistachio Tres Leches (Sundae),allama iqbal town,Sundae
2024-11-13,17,Pistachio Tres Leches (Sundae),allama iqbal town,Sundae
2024-11-14,18,Pistachio Tres Leches (Sundae),allama iqbal town,Sundae
2024-11-15,13,Pistachio Tres Leches (Sundae),allama iqbal town,Sundae
2024-11-09,4,Salted Caramel (Sundae),allama iqbal town,Sundae
2024-11-10,25,Salted Caramel (Sundae),allama iqbal town,Sundae
2024-11-11,17,Salted Caramel (Sundae),allama iqbal town,Sundae
2024-11-12,15,Salted Caramel (Sundae),allama iqbal town,Sundae
2024-11-13,18,Salted Caramel (Sundae),allama iqbal town,Sundae
2024-11-14,18,Salted Caramel (Sundae),allama iqbal town,Sundae
2024-11-15,5,Salted Caramel (Sundae),allama iqbal town,Sundae
2024-11-09,12,Three Milk (Sundae),allama iqbal town,Sundae
2024-11-10,54,Three Milk (Sundae),allama iqbal town,Sundae
2024-11-11,52,Three Milk (Sundae),allama iqbal town,Sundae
2024-11-12,55,Three Milk (Sundae),allama iqbal town,Sundae
2024-11-13,60,Three Milk (Sundae),allama iqbal town,Sundae
2024-11-14,56,Three Milk (Sundae),allama iqbal town,Sundae
2024-11-15,7,Three Milk (Sundae),allama iqbal town,Sundae
2024-11-09,14,Red Velvet (Sundae),allama iqbal town,Sundae
2024-11-10,29,Red Velvet (Sundae),allama iqbal town,Sundae
2024-11-11,22,Red Velvet (Sundae),allama iqbal town,Sundae
2024-11-12,23,Red Velvet (Sundae),allama iqbal town,Sundae
2024-11-13,27,Red Velvet (Sundae),allama iqbal town,Sundae
2024-11-14,27,Red Velvet (Sundae),allama iqbal town,Sundae
2024-11-15,12,Red Velvet (Sundae),allama iqbal town,Sundae
2024-11-09,6,Plain Glaze Donut,allama iqbal town,Mini Donuts
2024-11-10,9,Plain Glaze Donut,allama iqbal town,Mini Donuts
2024-11-11,9,Plain Glaze Donut,allama iqbal town,Mini Donuts
2024-11-12,10,Plain Glaze Donut,allama iqbal town,Mini Donuts
2024-11-13,8,Plain Glaze Donut,allama iqbal town,Mini Donuts
2024-11-14,8,Plain Glaze Donut,allama iqbal town,Mini Donuts
2024-11-15,6,Plain Glaze Donut,allama iqbal town,Mini Donuts
2024-11-09,12,Malt Chocolate Donut,allama iqbal town,Mini Donuts
2024-11-10,12,Malt Chocolate Donut,allama iqbal town,Mini Donuts
2024-11-11,11,Malt Chocolate Donut,allama iqbal town,Mini Donuts
2024-11-12,11,Malt Chocolate Donut,allama iqbal town,Mini Donuts
2024-11-13,14,Malt Chocolate Donut,allama iqbal town,Mini Donuts
2024-11-14,13,Malt Chocolate Donut,allama iqbal town,Mini Donuts
2024-11-15,12,Malt Chocolate Donut,allama iqbal town,Mini Donuts
2024-11-09,10,Lotus Donut,allama iqbal town,Mini Donuts
2024-11-10,12,Lotus Donut,allama iqbal town,Mini Donuts
2024-11-11,13,Lotus Donut,allama iqbal town,Mini Donuts
2024-11-12,13,Lotus Donut,allama iqbal town,Mini Donuts
2024-11-13,14,Lotus Donut,allama iqbal town,Mini Donuts
2024-11-14,14,Lotus Donut,allama iqbal town,Mini Donuts
2024-11-15,12,Lotus Donut,allama iqbal town,Mini Donuts
2024-11-09,5,Lemon N Cheese Donut,allama iqbal town,Mini Donuts
2024-11-10,8,Lemon N Cheese Donut,allama iqbal town,Mini Donuts
2024-11-11,9,Lemon N Cheese Donut,allama iqbal town,Mini Donuts
2024-11-12,8,Lemon N Cheese Donut,allama iqbal town,Mini Donuts
2024-11-13,10,Lemon N Cheese Donut,allama iqbal town,Mini Donuts
2024-11-14,9,Lemon N Cheese Donut,allama iqbal town,Mini Donuts
2024-11-15,6,Lemon N Cheese Donut,allama iqbal town,Mini Donuts
2024-11-09,7,Plain Chocolate Donut,allama iqbal town,Mini Donuts
2024-11-10,11,Plain Chocolate Donut,allama iqbal town,Mini Donuts
2024-11-11,11,Plain Chocolate Donut,allama iqbal town,Mini Donuts
2024-11-12,10,Plain Chocolate Donut,allama iqbal town,Mini Donuts
2024-11-13,10,Plain Chocolate Donut,allama iqbal town,Mini Donuts
2024-11-14,11,Plain Chocolate Donut,allama iqbal town,Mini Donuts
2024-11-15,9,Plain Chocolate Donut,allama iqbal town,Mini Donuts
2024-11-09,16,Banana Walnut Muffin,allama iqbal town,Muffins
2024-11-10,7,Banana Walnut Muffin,allama iqbal town,Muffins
2024-11-11,7,Banana Walnut Muffin,allama iqbal town,Muffins
2024-11-12,8,Banana Walnut Muffin,allama iqbal town,Muffins
2024-11-13,9,Banana Walnut Muffin,allama iqbal town,Muffins
2024-11-14,8,Banana Walnut Muffin,allama iqbal town,Muffins
2024-11-15,15,Banana Walnut Muffin,allama iqbal town,Muffins
2024-11-09,10,Oreo Donut,allama iqbal town,Mini Donuts
2024-11-10,10,Oreo Donut,allama iqbal town,Mini Donuts
2024-11-11,9,Oreo Donut,allama iqbal town,Mini Donuts
2024-11-12,9,Oreo Donut,allama iqbal town,Mini Donuts
2024-11-13,10,Oreo Donut,allama iqbal town,Mini Donuts
2024-11-14,11,Oreo Donut,allama iqbal town,Mini Donuts
2024-11-15,11,Oreo Donut,allama iqbal town,Mini Donuts
2024-11-09,4,Chocolate Muffin,allama iqbal town,Muffins
2024-11-10,13,Chocolate Muffin,allama iqbal town,Muffins
2024-11-11,11,Chocolate Muffin,allama iqbal town,Muffins
2024-11-12,11,Chocolate Muffin,allama iqbal town,Muffins
2024-11-13,12,Chocolate Muffin,allama iqbal town,Muffins
2024-11-14,11,Chocolate Muffin,allama iqbal town,Muffins
2024-11-15,6,Chocolate Muffin,allama iqbal town,Muffins
2024-11-09,3,Classic Chocolate (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-10,8,Classic Chocolate (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-11,9,Classic Chocolate (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-12,7,Classic Chocolate (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-13,6,Classic Chocolate (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-14,8,Classic Chocolate (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-15,0,Classic Chocolate (Cup Cakes),allama iqbal town,Cup Cakes
2024-11-09,37,Ferrero Classic 2.5 LBS,allama iqbal town,Cakes
2024-11-10,28,Ferrero Classic 2.5 LBS,allama iqbal town,Cakes
2024-11-11,23,Ferrero Classic 2.5 LBS,allama iqbal town,Cakes
2024-11-12,24,Ferrero Classic 2.5 LBS,allama iqbal town,Cakes
2024-11-13,24,Ferrero Classic 2.5 LBS,allama iqbal town,Cakes
2024-11-14,26,Ferrero Classic 2.5 LBS,allama iqbal town,Cakes
2024-11-15,34,Ferrero Classic 2.5 LBS,allama iqbal town,Cakes
2024-11-09,6,Ferrero Rocher 2.5 LBS,allama iqbal town,Cakes
2024-11-10,6,Ferrero Rocher 2.5 LBS,allama iqbal town,Cakes
2024-11-11,5,Ferrero Rocher 2.5 LBS,allama iqbal town,Cakes
2024-11-12,5,Ferrero Rocher 2.5 LBS,allama iqbal town,Cakes
2024-11-13,6,Ferrero Rocher 2.5 LBS,allama iqbal town,Cakes
2024-11-14,5,Ferrero Rocher 2.5 LBS,allama iqbal town,Cakes
2024-11-15,6,Ferrero Rocher 2.5 LBS,allama iqbal town,Cakes
2024-11-09,9,Dairy Milk 2.5 LBS,allama iqbal town,Cakes
2024-11-10,13,Dairy Milk 2.5 LBS,allama iqbal town,Cakes
2024-11-11,12,Dairy Milk 2.5 LBS,allama iqbal town,Cakes
2024-11-12,12,Dairy Milk 2.5 LBS,allama iqbal town,Cakes
2024-11-13,10,Dairy Milk 2.5 LBS,allama iqbal town,Cakes
2024-11-14,10,Dairy Milk 2.5 LBS,allama iqbal town,Cakes
2024-11-15,9,Dairy Milk 2.5 LBS,allama iqbal town,Cakes
2024-11-09,7,Coffee 2.5 LBS,allama iqbal town,Cakes
2024-11-10,6,Coffee 2.5 LBS,allama iqbal town,Cakes
2024-11-11,5,Coffee 2.5 LBS,allama iqbal town,Cakes
2024-11-12,6,Coffee 2.5 LBS,allama iqbal town,Cakes
2024-11-13,6,Coffee 2.5 LBS,allama iqbal town,Cakes
2024-11-14,5,Coffee 2.5 LBS,allama iqbal town,Cakes
2024-11-15,6,Coffee 2.5 LBS,allama iqbal town,Cakes
2024-11-09,2,Chocolate Heaven 2.5 LBS,allama iqbal town,Cakes
2024-11-10,10,Chocolate Heaven 2.5 LBS,allama iqbal town,Cakes
2024-11-11,8,Chocolate Heaven 2.5 LBS,allama iqbal town,Cakes
2024-11-12,8,Chocolate Heaven 2.5 LBS,allama iqbal town,Cakes
2024-11-13,9,Chocolate Heaven 2.5 LBS,allama iqbal town,Cakes
2024-11-14,9,Chocolate Heaven 2.5 LBS,allama iqbal town,Cakes
2024-11-15,2,Chocolate Heaven 2.5 LBS,allama iqbal town,Cakes
2024-10-06,9,Galaxy Chocolate 2.5 LBS,allama iqbal town,Cakes
2024-10-07,10,Galaxy Chocolate 2.5 LBS,allama iqbal town,Cakes
2024-10-08,8,Galaxy Chocolate 2.5 LBS,allama iqbal town,Cakes
2024-10-09,7,Galaxy Chocolate 2.5 LBS,allama iqbal town,Cakes
2024-10-10,9,Galaxy Chocolate 2.5 LBS,allama iqbal town,Cakes
2024-10-11,8,Galaxy Chocolate 2.5 LBS,allama iqbal town,Cakes
2024-10-12,6,Galaxy Chocolate 2.5 LBS,allama iqbal town,Cakes
2024-11-09,13,Lotus Three Milk 2.5 LBS,allama iqbal town,Cakes
2024-11-10,10,Lotus Three Milk 2.5 LBS,allama iqbal town,Cakes
2024-11-11,9,Lotus Three Milk 2.5 LBS,allama iqbal town,Cakes
2024-11-12,9,Lotus Three Milk 2.5 LBS,allama iqbal town,Cakes
2024-11-13,9,Lotus Three Milk 2.5 LBS,allama iqbal town,Cakes
2024-11-14,9,Lotus Three Milk 2.5 LBS,allama iqbal town,Cakes
2024-11-15,10,Lotus Three Milk 2.5 LBS,allama iqbal town,Cakes
2024-11-09,4,Honey Cake 2.5 LBS,allama iqbal town,Cakes
2024-11-10,5,Honey Cake 2.5 LBS,allama iqbal town,Cakes
2024-11-11,4,Honey Cake 2.5 LBS,allama iqbal town,Cakes
2024-11-12,6,Honey Cake 2.5 LBS,allama iqbal town,Cakes
2024-11-13,6,Honey Cake 2.5 LBS,allama iqbal town,Cakes
2024-11-14,5,Honey Cake 2.5 LBS,allama iqbal town,Cakes
2024-11-15,4,Honey Cake 2.5 LBS,allama iqbal town,Cakes
2024-11-09,5,Lotus Cake 2.5,allama iqbal town,Cakes
2024-11-10,21,Lotus Cake 2.5,allama iqbal town,Cakes
2024-11-11,18,Lotus Cake 2.5,allama iqbal town,Cakes
2024-11-12,20,Lotus Cake 2.5,allama iqbal town,Cakes
2024-11-13,21,Lotus Cake 2.5,allama iqbal town,Cakes
2024-11-14,22,Lotus Cake 2.5,allama iqbal town,Cakes
2024-11-15,4,Lotus Cake 2.5,allama iqbal town,Cakes
2024-11-09,46,Malt 2.5 LBS,allama iqbal town,Cakes
2024-11-10,81,Malt 2.5 LBS,allama iqbal town,Cakes
2024-11-11,78,Malt 2.5 LBS,allama iqbal town,Cakes
2024-11-12,82,Malt 2.5 LBS,allama iqbal town,Cakes
2024-11-13,79,Malt 2.5 LBS,allama iqbal town,Cakes
2024-11-14,80,Malt 2.5 LBS,allama iqbal town,Cakes
2024-11-15,32,Malt 2.5 LBS,allama iqbal town,Cakes
2024-11-09,13,Belgian Chocolate 2.5 LBS,allama iqbal town,Cakes
2024-11-10,10,Belgian Chocolate 2.5 LBS,allama iqbal town,Cakes
2024-11-11,10,Belgian Chocolate 2.5 LBS,allama iqbal town,Cakes
2024-11-12,9,Belgian Chocolate 2.5 LBS,allama iqbal town,Cakes
2024-11-13,9,Belgian Chocolate 2.5 LBS,allama iqbal town,Cakes
2024-11-14,10,Belgian Chocolate 2.5 LBS,allama iqbal town,Cakes
2024-11-15,9,Belgian Chocolate 2.5 LBS,allama iqbal town,Cakes
2024-11-09,2,Chocolate Chunk (Brownie),allama iqbal town,Brownie
2024-11-10,2,Chocolate Chunk (Brownie),allama iqbal town,Brownie
2024-11-11,2,Chocolate Chunk (Brownie),allama iqbal town,Brownie
2024-11-12,2,Chocolate Chunk (Brownie),allama iqbal town,Brownie
2024-11-13,2,Chocolate Chunk (Brownie),allama iqbal town,Brownie
2024-11-14,2,Chocolate Chunk (Brownie),allama iqbal town,Brownie
2024-11-15,2,Chocolate Chunk (Brownie),allama iqbal town,Brownie
2024-11-09,48,Cadbury (Brownie),allama iqbal town,Brownie
2024-11-10,48,Cadbury (Brownie),allama iqbal town,Brownie
2024-11-11,41,Cadbury (Brownie),allama iqbal town,Brownie
2024-11-12,39,Cadbury (Brownie),allama iqbal town,Brownie
2024-11-13,44,Cadbury (Brownie),allama iqbal town,Brownie
2024-11-14,50,Cadbury (Brownie),allama iqbal town,Brownie
2024-11-15,46,Cadbury (Brownie),allama iqbal town,Brownie
2024-11-09,4,Hershey's Fudge (Brownie),allama iqbal town,Brownie
2024-11-10,1,Hershey's Fudge (Brownie),allama iqbal town,Brownie
2024-11-11,1,Hershey's Fudge (Brownie),allama iqbal town,Brownie
2024-11-12,2,Hershey's Fudge (Brownie),allama iqbal town,Brownie
2024-11-13,1,Hershey's Fudge (Brownie),allama iqbal town,Brownie
2024-11-14,3,Hershey's Fudge (Brownie),allama iqbal town,Brownie
2024-11-15,3,Hershey's Fudge (Brownie),allama iqbal town,Brownie
2024-11-09,126,Nutella (Brownie),allama iqbal town,Brownie
2024-11-10,135,Nutella (Brownie),allama iqbal town,Brownie
2024-11-11,135,Nutella (Brownie),allama iqbal town,Brownie
2024-11-12,131,Nutella (Brownie),allama iqbal town,Brownie
