date,prediction,item_name,branch,item_group
2024-11-15,7,Milk Chocolate (Cup Cakes),lake city,Cup Cakes
2024-11-09,1,Lotus Three Milk (Sundae),lake city,Sundae
2024-11-10,25,Lotus Three Milk (Sundae),lake city,Sundae
2024-11-11,26,Lotus Three Milk (Sundae),lake city,Sundae
2024-11-12,23,Lotus Three Milk (Sundae),lake city,Sundae
2024-11-13,24,Lotus Three Milk (Sundae),lake city,Sundae
2024-11-14,28,Lotus Three Milk (Sundae),lake city,Sundae
2024-11-15,0,Lotus Three Milk (Sundae),lake city,Sundae
2024-11-09,36,Nutella (Sundae),lake city,Sundae
2024-11-10,33,Nutella (Sundae),lake city,Sundae
2024-11-11,37,Nutella (Sundae),lake city,Sundae
2024-11-12,35,Nutella (Sundae),lake city,Sundae
2024-11-13,40,Nutella (Sundae),lake city,Sundae
2024-11-14,43,Nutella (Sundae),lake city,Sundae
2024-11-15,35,Nutella (Sundae),lake city,Sundae
2024-11-09,25,Galaxy (Sundae),lake city,Sundae
2024-11-10,26,Galaxy (Sundae),lake city,Sundae
2024-11-11,33,Galaxy (Sundae),lake city,Sundae
2024-11-12,29,Galaxy (Sundae),lake city,Sundae
2024-11-13,37,Galaxy (Sundae),lake city,Sundae
2024-11-14,38,Galaxy (Sundae),lake city,Sundae
2024-11-15,29,Galaxy (Sundae),lake city,Sundae
2024-11-09,25,Lotus Biscoff (Sundae),lake city,Sundae
2024-11-10,39,Lotus Biscoff (Sundae),lake city,Sundae
2024-11-11,38,Lotus Biscoff (Sundae),lake city,Sundae
2024-11-12,39,Lotus Biscoff (Sundae),lake city,Sundae
2024-11-13,41,Lotus Biscoff (Sundae),lake city,Sundae
2024-11-14,43,Lotus Biscoff (Sundae),lake city,Sundae
2024-11-15,24,Lotus Biscoff (Sundae),lake city,Sundae
2024-11-09,11,Pistachio Tres Leches (Sundae),lake city,Sundae
2024-11-10,12,Pistachio Tres Leches (Sundae),lake city,Sundae
2024-11-11,11,Pistachio Tres Leches (Sundae),lake city,Sundae
2024-11-12,13,Pistachio Tres Leches (Sundae),lake city,Sundae
2024-11-13,15,Pistachio Tres Leches (Sundae),lake city,Sundae
2024-11-14,16,Pistachio Tres Leches (Sundae),lake city,Sundae
2024-11-15,13,Pistachio Tres Leches (Sundae),lake city,Sundae
2024-11-09,3,Salted Caramel (Sundae),lake city,Sundae
2024-11-10,12,Salted Caramel (Sundae),lake city,Sundae
2024-11-11,16,Salted Caramel (Sundae),lake city,Sundae
2024-11-12,14,Salted Caramel (Sundae),lake city,Sundae
2024-11-13,16,Salted Caramel (Sundae),lake city,Sundae
2024-11-14,17,Salted Caramel (Sundae),lake city,Sundae
2024-11-15,1,Salted Caramel (Sundae),lake city,Sundae
2024-11-09,34,Three Milk (Sundae),lake city,Sundae
2024-11-10,51,Three Milk (Sundae),lake city,Sundae
2024-11-11,61,Three Milk (Sundae),lake city,Sundae
2024-11-12,63,Three Milk (Sundae),lake city,Sundae
2024-11-13,68,Three Milk (Sundae),lake city,Sundae
2024-11-14,68,Three Milk (Sundae),lake city,Sundae
2024-11-15,35,Three Milk (Sundae),lake city,Sundae
2024-11-09,19,Red Velvet (Sundae),lake city,Sundae
2024-11-10,16,Red Velvet (Sundae),lake city,Sundae
2024-11-11,20,Red Velvet (Sundae),lake city,Sundae
2024-11-12,19,Red Velvet (Sundae),lake city,Sundae
2024-11-13,22,Red Velvet (Sundae),lake city,Sundae
2024-11-14,23,Red Velvet (Sundae),lake city,Sundae
2024-11-15,19,Red Velvet (Sundae),lake city,Sundae
2024-11-09,4,Plain Glaze Donut,lake city,Mini Donuts
2024-11-10,9,Plain Glaze Donut,lake city,Mini Donuts
2024-11-11,10,Plain Glaze Donut,lake city,Mini Donuts
2024-11-12,9,Plain Glaze Donut,lake city,Mini Donuts
2024-11-13,10,Plain Glaze Donut,lake city,Mini Donuts
2024-11-14,11,Plain Glaze Donut,lake city,Mini Donuts
2024-11-15,4,Plain Glaze Donut,lake city,Mini Donuts
2024-11-09,6,Malt Chocolate Donut,lake city,Mini Donuts
2024-11-10,13,Malt Chocolate Donut,lake city,Mini Donuts
2024-11-11,14,Malt Chocolate Donut,lake city,Mini Donuts
2024-11-12,12,Malt Chocolate Donut,lake city,Mini Donuts
2024-11-13,12,Malt Chocolate Donut,lake city,Mini Donuts
2024-11-14,13,Malt Chocolate Donut,lake city,Mini Donuts
2024-11-15,9,Malt Chocolate Donut,lake city,Mini Donuts
2024-11-09,11,Lotus Donut,lake city,Mini Donuts
2024-11-10,14,Lotus Donut,lake city,Mini Donuts
2024-11-11,15,Lotus Donut,lake city,Mini Donuts
2024-11-12,14,Lotus Donut,lake city,Mini Donuts
2024-11-13,15,Lotus Donut,lake city,Mini Donuts
2024-11-14,15,Lotus Donut,lake city,Mini Donuts
2024-11-15,12,Lotus Donut,lake city,Mini Donuts
2024-11-09,3,Lemon N Cheese Donut,lake city,Mini Donuts
2024-11-10,9,Lemon N Cheese Donut,lake city,Mini Donuts
2024-11-11,11,Lemon N Cheese Donut,lake city,Mini Donuts
2024-11-12,9,Lemon N Cheese Donut,lake city,Mini Donuts
2024-11-13,9,Lemon N Cheese Donut,lake city,Mini Donuts
2024-11-14,9,Lemon N Cheese Donut,lake city,Mini Donuts
2024-11-15,3,Lemon N Cheese Donut,lake city,Mini Donuts
2024-11-09,6,Plain Chocolate Donut,lake city,Mini Donuts
2024-11-10,12,Plain Chocolate Donut,lake city,Mini Donuts
2024-11-11,12,Plain Chocolate Donut,lake city,Mini Donuts
2024-11-12,12,Plain Chocolate Donut,lake city,Mini Donuts
2024-11-13,12,Plain Chocolate Donut,lake city,Mini Donuts
2024-11-14,13,Plain Chocolate Donut,lake city,Mini Donuts
2024-11-15,6,Plain Chocolate Donut,lake city,Mini Donuts
2024-11-09,7,Banana Walnut Muffin,lake city,Muffins
2024-11-10,8,Banana Walnut Muffin,lake city,Muffins
2024-11-11,10,Banana Walnut Muffin,lake city,Muffins
2024-11-12,9,Banana Walnut Muffin,lake city,Muffins
2024-11-13,10,Banana Walnut Muffin,lake city,Muffins
2024-11-14,11,Banana Walnut Muffin,lake city,Muffins
2024-11-15,6,Banana Walnut Muffin,lake city,Muffins
2024-11-09,15,Oreo Donut,lake city,Mini Donuts
2024-11-10,9,Oreo Donut,lake city,Mini Donuts
2024-11-11,10,Oreo Donut,lake city,Mini Donuts
2024-11-12,10,Oreo Donut,lake city,Mini Donuts
2024-11-13,10,Oreo Donut,lake city,Mini Donuts
2024-11-14,11,Oreo Donut,lake city,Mini Donuts
2024-11-15,15,Oreo Donut,lake city,Mini Donuts
2024-11-09,9,Chocolate Muffin,lake city,Muffins
2024-11-10,11,Chocolate Muffin,lake city,Muffins
2024-11-11,10,Chocolate Muffin,lake city,Muffins
2024-11-12,11,Chocolate Muffin,lake city,Muffins
2024-11-13,11,Chocolate Muffin,lake city,Muffins
2024-11-14,12,Chocolate Muffin,lake city,Muffins
2024-11-15,9,Chocolate Muffin,lake city,Muffins
2024-11-09,6,Classic Chocolate (Cup Cakes),lake city,Cup Cakes
2024-11-10,4,Classic Chocolate (Cup Cakes),lake city,Cup Cakes
2024-11-11,5,Classic Chocolate (Cup Cakes),lake city,Cup Cakes
2024-11-12,4,Classic Chocolate (Cup Cakes),lake city,Cup Cakes
2024-11-13,5,Classic Chocolate (Cup Cakes),lake city,Cup Cakes
2024-11-14,6,Classic Chocolate (Cup Cakes),lake city,Cup Cakes
2024-11-15,5,Classic Chocolate (Cup Cakes),lake city,Cup Cakes
2024-11-09,7,Ferrero Classic 2.5 LBS,lake city,Cakes
2024-11-10,14,Ferrero Classic 2.5 LBS,lake city,Cakes
2024-11-11,14,Ferrero Classic 2.5 LBS,lake city,Cakes
2024-11-12,14,Ferrero Classic 2.5 LBS,lake city,Cakes
2024-11-13,15,Ferrero Classic 2.5 LBS,lake city,Cakes
2024-11-14,16,Ferrero Classic 2.5 LBS,lake city,Cakes
2024-11-15,7,Ferrero Classic 2.5 LBS,lake city,Cakes
2024-11-09,5,Ferrero Rocher 2.5 LBS,lake city,Cakes
2024-11-10,4,Ferrero Rocher 2.5 LBS,lake city,Cakes
2024-11-11,5,Ferrero Rocher 2.5 LBS,lake city,Cakes
2024-11-12,5,Ferrero Rocher 2.5 LBS,lake city,Cakes
2024-11-13,5,Ferrero Rocher 2.5 LBS,lake city,Cakes
2024-11-14,6,Ferrero Rocher 2.5 LBS,lake city,Cakes
2024-11-15,6,Ferrero Rocher 2.5 LBS,lake city,Cakes
2024-11-09,4,Dairy Milk 2.5 LBS,lake city,Cakes
2024-11-10,6,Dairy Milk 2.5 LBS,lake city,Cakes
2024-11-11,6,Dairy Milk 2.5 LBS,lake city,Cakes
2024-11-12,8,Dairy Milk 2.5 LBS,lake city,Cakes
2024-11-13,6,Dairy Milk 2.5 LBS,lake city,Cakes
2024-11-14,8,Dairy Milk 2.5 LBS,lake city,Cakes
2024-11-15,5,Dairy Milk 2.5 LBS,lake city,Cakes
2024-11-09,4,Coffee 2.5 LBS,lake city,Cakes
2024-11-10,4,Coffee 2.5 LBS,lake city,Cakes
2024-11-11,4,Coffee 2.5 LBS,lake city,Cakes
2024-11-12,4,Coffee 2.5 LBS,lake city,Cakes
2024-11-13,5,Coffee 2.5 LBS,lake city,Cakes
2024-11-14,5,Coffee 2.5 LBS,lake city,Cakes
2024-11-15,3,Coffee 2.5 LBS,lake city,Cakes
2024-11-09,5,Chocolate Heaven 2.5 LBS,lake city,Cakes
2024-11-10,3,Chocolate Heaven 2.5 LBS,lake city,Cakes
2024-11-11,4,Chocolate Heaven 2.5 LBS,lake city,Cakes
2024-11-12,3,Chocolate Heaven 2.5 LBS,lake city,Cakes
2024-11-13,4,Chocolate Heaven 2.5 LBS,lake city,Cakes
2024-11-14,4,Chocolate Heaven 2.5 LBS,lake city,Cakes
2024-11-15,4,Chocolate Heaven 2.5 LBS,lake city,Cakes
2024-10-04,6,Galaxy Chocolate 2.5 LBS,lake city,Cakes
2024-10-05,4,Galaxy Chocolate 2.5 LBS,lake city,Cakes
2024-10-06,4,Galaxy Chocolate 2.5 LBS,lake city,Cakes
2024-10-07,4,Galaxy Chocolate 2.5 LBS,lake city,Cakes
2024-10-08,5,Galaxy Chocolate 2.5 LBS,lake city,Cakes
2024-10-09,4,Galaxy Chocolate 2.5 LBS,lake city,Cakes
2024-10-10,5,Galaxy Chocolate 2.5 LBS,lake city,Cakes
2024-11-09,6,Lotus Three Milk 2.5 LBS,lake city,Cakes
2024-11-10,8,Lotus Three Milk 2.5 LBS,lake city,Cakes
2024-11-11,8,Lotus Three Milk 2.5 LBS,lake city,Cakes
2024-11-12,8,Lotus Three Milk 2.5 LBS,lake city,Cakes
2024-11-13,7,Lotus Three Milk 2.5 LBS,lake city,Cakes
2024-11-14,9,Lotus Three Milk 2.5 LBS,lake city,Cakes
2024-11-15,6,Lotus Three Milk 2.5 LBS,lake city,Cakes
2024-11-09,3,Honey Cake 2.5 LBS,lake city,Cakes
2024-11-10,3,Honey Cake 2.5 LBS,lake city,Cakes
2024-11-11,4,Honey Cake 2.5 LBS,lake city,Cakes
2024-11-12,5,Honey Cake 2.5 LBS,lake city,Cakes
2024-11-13,5,Honey Cake 2.5 LBS,lake city,Cakes
2024-11-14,5,Honey Cake 2.5 LBS,lake city,Cakes
2024-11-15,3,Honey Cake 2.5 LBS,lake city,Cakes
2024-11-09,27,Lotus Cake 2.5,lake city,Cakes
2024-11-10,15,Lotus Cake 2.5,lake city,Cakes
2024-11-11,17,Lotus Cake 2.5,lake city,Cakes
2024-11-12,16,Lotus Cake 2.5,lake city,Cakes
2024-11-13,18,Lotus Cake 2.5,lake city,Cakes
2024-11-14,18,Lotus Cake 2.5,lake city,Cakes
2024-11-15,26,Lotus Cake 2.5,lake city,Cakes
2024-11-09,46,Malt 2.5 LBS,lake city,Cakes
2024-11-10,37,Malt 2.5 LBS,lake city,Cakes
2024-11-11,40,Malt 2.5 LBS,lake city,Cakes
2024-11-12,42,Malt 2.5 LBS,lake city,Cakes
2024-11-13,44,Malt 2.5 LBS,lake city,Cakes
2024-11-14,47,Malt 2.5 LBS,lake city,Cakes
2024-11-15,43,Malt 2.5 LBS,lake city,Cakes
2024-11-09,2,Belgian Chocolate 2.5 LBS,lake city,Cakes
2024-11-10,5,Belgian Chocolate 2.5 LBS,lake city,Cakes
2024-11-11,5,Belgian Chocolate 2.5 LBS,lake city,Cakes
2024-11-12,7,Belgian Chocolate 2.5 LBS,lake city,Cakes
2024-11-13,8,Belgian Chocolate 2.5 LBS,lake city,Cakes
2024-11-14,8,Belgian Chocolate 2.5 LBS,lake city,Cakes
2024-11-15,2,Belgian Chocolate 2.5 LBS,lake city,Cakes
2024-11-09,5,Chocolate Chunk (Brownie),lake city,Brownie
2024-11-10,7,Chocolate Chunk (Brownie),lake city,Brownie
2024-11-11,6,Chocolate Chunk (Brownie),lake city,Brownie
2024-11-12,7,Chocolate Chunk (Brownie),lake city,Brownie
2024-11-13,7,Chocolate Chunk (Brownie),lake city,Brownie
2024-11-14,6,Chocolate Chunk (Brownie),lake city,Brownie
2024-11-15,6,Chocolate Chunk (Brownie),lake city,Brownie
2024-11-09,27,Cadbury (Brownie),lake city,Brownie
2024-11-10,30,Cadbury (Brownie),lake city,Brownie
2024-11-11,30,Cadbury (Brownie),lake city,Brownie
2024-11-12,30,Cadbury (Brownie),lake city,Brownie
2024-11-13,33,Cadbury (Brownie),lake city,Brownie
2024-11-14,32,Cadbury (Brownie),lake city,Brownie
2024-11-15,29,Cadbury (Brownie),lake city,Brownie
2024-11-09,1,Hershey's Fudge (Brownie),lake city,Brownie
2024-11-10,7,Hershey's Fudge (Brownie),lake city,Brownie
2024-11-11,7,Hershey's Fudge (Brownie),lake city,Brownie
2024-11-12,7,Hershey's Fudge (Brownie),lake city,Brownie
2024-11-13,8,Hershey's Fudge (Brownie),lake city,Brownie
2024-11-14,9,Hershey's Fudge (Brownie),lake city,Brownie
2024-11-15,0,Hershey's Fudge (Brownie),lake city,Brownie
2024-11-09,29,Nutella (Brownie),lake city,Brownie
2024-11-10,68,Nutella (Brownie),lake city,Brownie
2024-11-11,80,Nutella (Brownie),lake city,Brownie
2024-11-12,79,Nutella (Brownie),lake city,Brownie
2024-11-13,85,Nutella (Brownie),lake city,Brownie
2024-11-14,83,Nutella (Brownie),lake city,Brownie
2024-11-15,40,Nutella (Brownie),lake city,Brownie
2024-11-09,3,Lotus (Cookie),lake city,Cookies
2024-11-10,8,Lotus (Cookie),lake city,Cookies
2024-11-11,7,Lotus (Cookie),lake city,Cookies
2024-11-12,7,Lotus (Cookie),lake city,Cookies
2024-11-13,8,Lotus (Cookie),lake city,Cookies
2024-11-14,9,Lotus (Cookie),lake city,Cookies
2024-11-15,1,Lotus (Cookie),lake city,Cookies
2024-11-09,4,Chocolate Fudge 2.5 LBS,lake city,Cakes
2024-11-10,15,Chocolate Fudge 2.5 LBS,lake city,Cakes
2024-11-11,22,Chocolate Fudge 2.5 LBS,lake city,Cakes
2024-11-12,20,Chocolate Fudge 2.5 LBS,lake city,Cakes
2024-11-13,21,Chocolate Fudge 2.5 LBS,lake city,Cakes
2024-11-14,26,Chocolate Fudge 2.5 LBS,lake city,Cakes
2024-11-15,3,Chocolate Fudge 2.5 LBS,lake city,Cakes
2024-11-09,11,Peanut Butter Stack (Brownie),lake city,Brownie
2024-11-10,18,Peanut Butter Stack (Brownie),lake city,Brownie
2024-11-11,16,Peanut Butter Stack (Brownie),lake city,Brownie
2024-11-12,17,Peanut Butter Stack (Brownie),lake city,Brownie
2024-11-13,19,Peanut Butter Stack (Brownie),lake city,Brownie
2024-11-14,18,Peanut Butter Stack (Brownie),lake city,Brownie
2024-11-15,12,Peanut Butter Stack (Brownie),lake city,Brownie
2024-11-09,4,Red Velvet (Cookie),lake city,Cookies
2024-11-10,5,Red Velvet (Cookie),lake city,Cookies
2024-11-11,6,Red Velvet (Cookie),lake city,Cookies
2024-11-12,4,Red Velvet (Cookie),lake city,Cookies
2024-11-13,6,Red Velvet (Cookie),lake city,Cookies
2024-11-14,6,Red Velvet (Cookie),lake city,Cookies
2024-11-15,5,Red Velvet (Cookie),lake city,Cookies
2024-11-09,12,Nutella Filled (Cookie),lake city,Cookies
2024-11-10,14,Nutella Filled (Cookie),lake city,Cookies
2024-11-11,13,Nutella Filled (Cookie),lake city,Cookies
2024-11-12,14,Nutella Filled (Cookie),lake city,Cookies
2024-11-13,14,Nutella Filled (Cookie),lake city,Cookies
2024-11-14,14,Nutella Filled (Cookie),lake city,Cookies
2024-11-15,11,Nutella Filled (Cookie),lake city,Cookies
2024-11-09,5,Triple Chocolate (Cookie),lake city,Cookies
2024-11-10,11,Triple Chocolate (Cookie),lake city,Cookies
2024-11-11,11,Triple Chocolate (Cookie),lake city,Cookies
2024-11-12,11,Triple Chocolate (Cookie),lake city,Cookies
2024-11-13,12,Triple Chocolate (Cookie),lake city,Cookies
2024-11-14,12,Triple Chocolate (Cookie),lake city,Cookies
2024-11-15,6,Triple Chocolate (Cookie),lake city,Cookies
2024-11-09,4,Strawberry Cheese Cake,lake city,Cheese Cakes
2024-11-10,5,Strawberry Cheese Cake,lake city,Cheese Cakes
2024-11-11,5,Strawberry Cheese Cake,lake city,Cheese Cakes
2024-11-12,4,Strawberry Cheese Cake,lake city,Cheese Cakes
2024-11-13,5,Strawberry Cheese Cake,lake city,Cheese Cakes
2024-11-14,5,Strawberry Cheese Cake,lake city,Cheese Cakes
2024-11-15,4,Strawberry Cheese Cake,lake city,Cheese Cakes
2024-11-09,5,Belgian Malt (Cup Cakes),lake city,Cup Cakes
2024-11-10,7,Belgian Malt (Cup Cakes),lake city,Cup Cakes
2024-11-11,5,Belgian Malt (Cup Cakes),lake city,Cup Cakes
2024-11-12,6,Belgian Malt (Cup Cakes),lake city,Cup Cakes
2024-11-13,6,Belgian Malt (Cup Cakes),lake city,Cup Cakes
2024-11-14,6,Belgian Malt (Cup Cakes),lake city,Cup Cakes
2024-11-15,5,Belgian Malt (Cup Cakes),lake city,Cup Cakes
2024-11-09,9,Chocolate Hazelnut (Cup Cakes),lake city,Cup Cakes
2024-11-10,7,Chocolate Hazelnut (Cup Cakes),lake city,Cup Cakes
2024-11-11,10,Chocolate Hazelnut (Cup Cakes),lake city,Cup Cakes
2024-11-12,10,Chocolate Hazelnut (Cup Cakes),lake city,Cup Cakes
2024-11-13,10,Chocolate Hazelnut (Cup Cakes),lake city,Cup Cakes
2024-11-14,10,Chocolate Hazelnut (Cup Cakes),lake city,Cup Cakes
2024-11-15,12,Chocolate Hazelnut (Cup Cakes),lake city,Cup Cakes
2024-11-09,4,Chocolate Cream Cheese (Cup Cakes),lake city,Cup Cakes
2024-11-10,5,Chocolate Cream Cheese (Cup Cakes),lake city,Cup Cakes
2024-11-11,5,Chocolate Cream Cheese (Cup Cakes),lake city,Cup Cakes
2024-11-12,4,Chocolate Cream Cheese (Cup Cakes),lake city,Cup Cakes
2024-11-13,6,Chocolate Cream Cheese (Cup Cakes),lake city,Cup Cakes
2024-11-14,7,Chocolate Cream Cheese (Cup Cakes),lake city,Cup Cakes
2024-11-15,6,Chocolate Cream Cheese (Cup Cakes),lake city,Cup Cakes
2024-08-04,4,After 8 Mint (Cup Cakes),lake city,Cup Cakes
2024-08-05,7,After 8 Mint (Cup Cakes),lake city,Cup Cakes
2024-08-06,3,After 8 Mint (Cup Cakes),lake city,Cup Cakes
2024-08-07,9,After 8 Mint (Cup Cakes),lake city,Cup Cakes
2024-08-08,8,After 8 Mint (Cup Cakes),lake city,Cup Cakes
2024-08-09,4,After 8 Mint (Cup Cakes),lake city,Cup Cakes
2024-08-10,7,After 8 Mint (Cup Cakes),lake city,Cup Cakes
2024-11-09,2,Raspberry Cheese Cake,lake city,Cheese Cakes
2024-11-10,3,Raspberry Cheese Cake,lake city,Cheese Cakes
2024-11-11,2,Raspberry Cheese Cake,lake city,Cheese Cakes
2024-11-12,2,Raspberry Cheese Cake,lake city,Cheese Cakes
2024-11-13,2,Raspberry Cheese Cake,lake city,Cheese Cakes
2024-11-14,2,Raspberry Cheese Cake,lake city,Cheese Cakes
2024-11-15,2,Raspberry Cheese Cake,lake city,Cheese Cakes
2024-11-09,9,Nutella 2.5 LBS,lake city,Cakes
2024-11-10,15,Nutella 2.5 LBS,lake city,Cakes
2024-11-11,16,Nutella 2.5 LBS,lake city,Cakes
2024-11-12,16,Nutella 2.5 LBS,lake city,Cakes
2024-11-13,16,Nutella 2.5 LBS,lake city,Cakes
2024-11-14,19,Nutella 2.5 LBS,lake city,Cakes
2024-11-15,8,Nutella 2.5 LBS,lake city,Cakes
2024-11-09,4,Raffaello 2.5 LBS,lake city,Cakes
2024-11-10,2,Raffaello 2.5 LBS,lake city,Cakes
2024-11-11,2,Raffaello 2.5 LBS,lake city,Cakes
2024-11-12,2,Raffaello 2.5 LBS,lake city,Cakes
2024-11-13,3,Raffaello 2.5 LBS,lake city,Cakes
2024-11-14,2,Raffaello 2.5 LBS,lake city,Cakes
2024-11-15,5,Raffaello 2.5 LBS,lake city,Cakes
2024-11-09,32,Red Velvet 2.5 LBS,lake city,Cakes
2024-11-10,18,Red Velvet 2.5 LBS,lake city,Cakes
2024-11-11,20,Red Velvet 2.5 LBS,lake city,Cakes
2024-11-12,19,Red Velvet 2.5 LBS,lake city,Cakes
2024-11-13,21,Red Velvet 2.5 LBS,lake city,Cakes
2024-11-14,23,Red Velvet 2.5 LBS,lake city,Cakes
2024-11-15,33,Red Velvet 2.5 LBS,lake city,Cakes
2024-11-09,22,Mousse 2.5 LBS,lake city,Cakes
2024-11-10,13,Mousse 2.5 LBS,lake city,Cakes
2024-11-11,14,Mousse 2.5 LBS,lake city,Cakes
2024-11-12,13,Mousse 2.5 LBS,lake city,Cakes
2024-11-13,14,Mousse 2.5 LBS,lake city,Cakes
2024-11-14,17,Mousse 2.5 LBS,lake city,Cakes
2024-11-15,21,Mousse 2.5 LBS,lake city,Cakes
2024-11-09,32,Three Milk 2.5 LBS,lake city,Cakes
2024-11-10,51,Three Milk 2.5 LBS,lake city,Cakes
2024-11-11,61,Three Milk 2.5 LBS,lake city,Cakes
2024-11-12,60,Three Milk 2.5 LBS,lake city,Cakes
2024-11-13,64,Three Milk 2.5 LBS,lake city,Cakes
2024-11-14,80,Three Milk 2.5 LBS,lake city,Cakes
2024-11-15,29,Three Milk 2.5 LBS,lake city,Cakes
2024-11-09,1,Lotus Cheese Cake,lake city,Cheese Cakes
2024-11-10,0,Lotus Cheese Cake,lake city,Cheese Cakes
2024-11-11,4,Lotus Cheese Cake,lake city,Cheese Cakes
2024-11-12,3,Lotus Cheese Cake,lake city,Cheese Cakes
2024-11-13,3,Lotus Cheese Cake,lake city,Cheese Cakes
2024-11-14,3,Lotus Cheese Cake,lake city,Cheese Cakes
2024-11-15,5,Lotus Cheese Cake,lake city,Cheese Cakes
2024-11-09,1,Salted Caramel 2.5 LBS,lake city,Cakes
2024-11-10,4,Salted Caramel 2.5 LBS,lake city,Cakes
2024-11-11,4,Salted Caramel 2.5 LBS,lake city,Cakes
2024-11-12,3,Salted Caramel 2.5 LBS,lake city,Cakes
2024-11-13,4,Salted Caramel 2.5 LBS,lake city,Cakes
2024-11-14,5,Salted Caramel 2.5 LBS,lake city,Cakes
2024-11-15,0,Salted Caramel 2.5 LBS,lake city,Cakes
2024-11-09,2,Pistachio 2.5 LBS,lake city,Cakes
2024-11-10,2,Pistachio 2.5 LBS,lake city,Cakes
2024-11-11,4,Pistachio 2.5 LBS,lake city,Cakes
2024-11-12,3,Pistachio 2.5 LBS,lake city,Cakes
2024-11-13,4,Pistachio 2.5 LBS,lake city,Cakes
2024-11-14,5,Pistachio 2.5 LBS,lake city,Cakes
2024-11-15,2,Pistachio 2.5 LBS,lake city,Cakes
2024-11-09,4,Hazelnut Parfait,lake city,Sundae
2024-11-10,3,Hazelnut Parfait,lake city,Sundae
2024-11-11,2,Hazelnut Parfait,lake city,Sundae
2024-11-12,0,Hazelnut Parfait,lake city,Sundae
2024-11-13,4,Hazelnut Parfait,lake city,Sundae
2024-11-14,2,Hazelnut Parfait,lake city,Sundae
2024-11-15,4,Hazelnut Parfait,lake city,Sundae
2024-11-09,2,Pistachio (CupCakes),lake city,Cup Cakes
2024-11-10,5,Pistachio (CupCakes),lake city,Cup Cakes
2024-11-11,2,Pistachio (CupCakes),lake city,Cup Cakes
2024-11-12,2,Pistachio (CupCakes),lake city,Cup Cakes
2024-11-13,5,Pistachio (CupCakes),lake city,Cup Cakes
2024-11-14,8,Pistachio (CupCakes),lake city,Cup Cakes
2024-11-15,3,Pistachio (CupCakes),lake city,Cup Cakes
2024-11-09,3,Double Chocolate Donut,lake city,Mini Donuts
2024-11-10,8,Double Chocolate Donut,lake city,Mini Donuts
2024-11-11,10,Double Chocolate Donut,lake city,Mini Donuts
2024-11-12,11,Double Chocolate Donut,lake city,Mini Donuts
2024-11-13,10,Double Chocolate Donut,lake city,Mini Donuts
2024-11-14,8,Double Chocolate Donut,lake city,Mini Donuts
2024-11-15,7,Double Chocolate Donut,lake city,Mini Donuts
2024-11-09,8,Boston Chocolate ,lake city,Mini Donuts
2024-11-10,15,Boston Chocolate ,lake city,Mini Donuts
2024-11-11,19,Boston Chocolate ,lake city,Mini Donuts
2024-11-12,11,Boston Chocolate ,lake city,Mini Donuts
2024-11-13,15,Boston Chocolate ,lake city,Mini Donuts
2024-11-14,22,Boston Chocolate ,lake city,Mini Donuts
2024-11-15,2,Boston Chocolate ,lake city,Mini Donuts
2024-11-09,1,Raspberry Donut,lake city,Mini Donuts
2024-11-10,3,Raspberry Donut,lake city,Mini Donuts
2024-11-11,5,Raspberry Donut,lake city,Mini Donuts
2024-11-12,3,Raspberry Donut,lake city,Mini Donuts
2024-11-13,4,Raspberry Donut,lake city,Mini Donuts
2024-11-14,6,Raspberry Donut,lake city,Mini Donuts
2024-11-15,4,Raspberry Donut,lake city,Mini Donuts
2024-11-09,7,Pistachio Donut,lake city,Mini Donuts
2024-11-10,8,Pistachio Donut,lake city,Mini Donuts
2024-11-11,7,Pistachio Donut,lake city,Mini Donuts
2024-11-12,6,Pistachio Donut,lake city,Mini Donuts
2024-11-13,4,Pistachio Donut,lake city,Mini Donuts
2024-11-14,10,Pistachio Donut,lake city,Mini Donuts
2024-11-15,6,Pistachio Donut,lake city,Mini Donuts
2024-11-09,33,Turkish Chocolate Cake -2.5 LBS,lake city,Cakes
2024-11-10,11,Turkish Chocolate Cake -2.5 LBS,lake city,Cakes
2024-11-11,10,Turkish Chocolate Cake -2.5 LBS,lake city,Cakes
2024-11-12,4,Turkish Chocolate Cake -2.5 LBS,lake city,Cakes
2024-11-13,2,Turkish Chocolate Cake -2.5 LBS,lake city,Cakes
2024-11-14,2,Turkish Chocolate Cake -2.5 LBS,lake city,Cakes
2024-11-15,14,Turkish Chocolate Cake -2.5 LBS,lake city,Cakes
2024-11-09,7,Belgian Chocolate (Brownie),mm alam road,Brownie
2024-11-10,28,Belgian Chocolate (Brownie),mm alam road,Brownie
2024-11-11,23,Belgian Chocolate (Brownie),mm alam road,Brownie
2024-11-12,36,Belgian Chocolate (Brownie),mm alam road,Brownie
2024-11-13,26,Belgian Chocolate (Brownie),mm alam road,Brownie
2024-11-14,26,Belgian Chocolate (Brownie),mm alam road,Brownie
2024-11-15,5,Belgian Chocolate (Brownie),mm alam road,Brownie
2024-11-09,0,Salted Caramel (Cup Cakes),mm alam road,Cup Cakes
2024-11-10,15,Salted Caramel (Cup Cakes),mm alam road,Cup Cakes
2024-11-11,15,Salted Caramel (Cup Cakes),mm alam road,Cup Cakes
2024-11-12,16,Salted Caramel (Cup Cakes),mm alam road,Cup Cakes
